"","X","top.left.square","top.middle.square","top.right.square","middle.left.square","middle.middle.square","middle.right.square","bottom.left.square","bottom.middle.square","bottom.right.square","Class"
"479",479,2,1,1,2,3,2,3,3,3,1
"480",480,2,1,1,2,2,3,3,3,3,1
"481",481,2,1,1,2,1,1,3,3,3,1
"482",482,2,1,1,1,2,1,3,3,3,1
"483",483,2,1,1,1,1,2,3,3,3,1
"484",484,1,3,3,2,3,2,3,2,1,1
"485",485,1,3,3,2,3,2,3,1,2,1
"486",486,1,3,3,2,3,2,2,3,1,1
"487",487,1,3,3,2,3,2,1,3,2,1
"488",488,1,3,3,2,3,1,3,2,2,1
"489",489,1,3,3,2,3,1,2,3,2,1
"490",490,1,3,3,2,2,3,2,1,3,1
"491",491,1,3,3,2,2,3,1,2,3,1
"492",492,1,3,3,2,1,3,2,2,3,1
"493",493,1,3,3,1,3,2,3,2,2,1
"494",494,1,3,3,1,3,2,2,3,2,1
"495",495,1,3,3,1,2,3,2,2,3,1
"496",496,1,3,2,3,3,3,2,2,1,1
"497",497,1,3,2,3,3,3,2,1,2,1
"498",498,1,3,2,3,3,3,1,2,2,1
"499",499,1,3,2,3,3,2,2,3,1,1
"500",500,1,3,2,3,3,1,2,3,2,1
"501",501,1,3,2,2,3,3,2,3,1,1
"502",502,1,3,2,2,3,3,1,3,2,1
"503",503,1,3,2,2,3,2,3,3,1,1
"504",504,1,3,2,2,3,2,1,3,3,1
"505",505,1,3,2,2,3,1,3,3,2,1
"506",506,1,3,2,2,3,1,2,3,3,1
"507",507,1,3,2,2,3,1,1,3,1,1
"508",508,1,3,2,2,2,1,3,3,3,1
"509",509,1,3,2,2,1,2,3,3,3,1
"510",510,1,3,2,1,3,3,2,3,2,1
"511",511,1,3,2,1,3,2,2,3,3,1
"512",512,1,3,2,1,3,2,1,3,1,1
"513",513,1,3,2,1,3,1,2,3,1,1
"514",514,1,3,2,1,3,1,1,3,2,1
"515",515,1,3,2,1,2,2,3,3,3,1
"516",516,1,3,1,3,3,2,2,3,2,1
"517",517,1,3,1,2,3,3,2,3,2,1
"518",518,1,3,1,2,3,2,3,3,2,1
"519",519,1,3,1,2,3,2,2,3,3,1
"520",520,1,3,1,2,3,2,1,3,1,1
"521",521,1,3,1,2,3,1,2,3,1,1
"522",522,1,3,1,2,3,1,1,3,2,1
"523",523,1,3,1,1,3,2,2,3,1,1
"524",524,1,3,1,1,3,2,1,3,2,1
"525",525,1,3,1,1,3,1,2,3,2,1
"526",526,1,2,3,3,3,3,2,2,1,1
"527",527,1,2,3,3,3,3,2,1,2,1
"528",528,1,2,3,3,3,3,1,2,2,1
"529",529,1,2,3,3,3,2,3,2,1,1
"530",530,1,2,3,3,3,2,3,1,2,1
"531",531,1,2,3,3,3,1,3,2,2,1
"532",532,1,2,3,3,2,3,2,1,3,1
"533",533,1,2,3,3,1,3,2,2,3,1
"534",534,1,2,3,2,3,3,3,2,1,1
"535",535,1,2,3,2,3,3,3,1,2,1
"536",536,1,2,3,2,3,3,2,1,3,1
"537",537,1,2,3,2,3,3,1,2,3,1
"538",538,1,2,3,2,3,2,3,3,1,1
"539",539,1,2,3,2,3,2,3,1,3,1
"540",540,1,2,3,2,3,1,3,3,2,1
"541",541,1,2,3,2,3,1,3,2,3,1
"542",542,1,2,3,2,3,1,3,1,1,1
"543",543,1,2,3,2,2,3,3,1,3,1
"544",544,1,2,3,2,2,3,1,3,3,1
"545",545,1,2,3,2,2,1,3,3,3,1
"546",546,1,2,3,2,1,3,3,2,3,1
"547",547,1,2,3,2,1,3,2,3,3,1
"548",548,1,2,3,2,1,3,1,1,3,1
"549",549,1,2,3,2,1,2,3,3,3,1
"550",550,1,2,3,1,3,3,3,2,2,1
"551",551,1,2,3,1,3,3,2,2,3,1
"552",552,1,2,3,1,3,2,3,3,2,1
"553",553,1,2,3,1,3,2,3,2,3,1
"554",554,1,2,3,1,3,2,3,1,1,1
"555",555,1,2,3,1,3,1,3,2,1,1
"556",556,1,2,3,1,3,1,3,1,2,1
"557",557,1,2,3,1,2,3,2,3,3,1
"558",558,1,2,3,1,2,3,1,1,3,1
"559",559,1,2,3,1,2,2,3,3,3,1
"560",560,1,2,3,1,1,3,2,1,3,1
"561",561,1,2,3,1,1,3,1,2,3,1
"562",562,1,2,2,3,3,3,3,2,1,1
"563",563,1,2,2,3,3,3,3,1,2,1
"564",564,1,2,2,3,3,3,2,3,1,1
"565",565,1,2,2,3,3,3,2,1,3,1
"566",566,1,2,2,3,3,3,1,3,2,1
"567",567,1,2,2,3,3,3,1,2,3,1
"568",568,1,2,2,3,3,3,1,1,1,1
"569",569,1,2,2,3,2,1,3,3,3,1
"570",570,1,2,2,3,1,2,3,3,3,1
"571",571,1,2,2,2,3,1,3,3,3,1
"572",572,1,2,2,2,1,3,3,3,3,1
"573",573,1,2,2,1,3,2,3,3,3,1
"574",574,1,2,2,1,2,3,3,3,3,1
"575",575,1,2,2,1,1,1,3,3,3,1
"576",576,1,2,1,3,3,3,3,2,2,1
"577",577,1,2,1,3,3,3,2,3,2,1
"578",578,1,2,1,3,3,3,2,2,3,1
"579",579,1,2,1,3,3,3,2,1,1,1
"580",580,1,2,1,3,3,3,1,2,1,1
"581",581,1,2,1,3,3,3,1,1,2,1
"582",582,1,2,1,3,2,2,3,3,3,1
"583",583,1,2,1,2,3,2,3,3,3,1
"584",584,1,2,1,2,2,3,3,3,3,1
"585",585,1,2,1,2,1,1,3,3,3,1
"586",586,1,2,1,1,2,1,3,3,3,1
"587",587,1,2,1,1,1,2,3,3,3,1
"588",588,1,1,3,3,3,2,3,2,2,1
"589",589,1,1,3,3,2,3,2,2,3,1
"590",590,1,1,3,2,3,3,3,2,2,1
"591",591,1,1,3,2,3,3,2,2,3,1
"592",592,1,1,3,2,3,2,3,3,2,1
"593",593,1,1,3,2,3,2,3,2,3,1
"594",594,1,1,3,2,3,2,3,1,1,1
"595",595,1,1,3,2,3,1,3,2,1,1
"596",596,1,1,3,2,3,1,3,1,2,1
"597",597,1,1,3,2,2,3,3,2,3,1
"598",598,1,1,3,2,2,3,2,3,3,1
"599",599,1,1,3,2,2,3,1,1,3,1
"600",600,1,1,3,2,1,3,2,1,3,1
"601",601,1,1,3,2,1,3,1,2,3,1
"602",602,1,1,3,1,3,2,3,2,1,1
"603",603,1,1,3,1,3,2,3,1,2,1
"604",604,1,1,3,1,3,1,3,2,2,1
"605",605,1,1,3,1,2,3,2,1,3,1
"606",606,1,1,3,1,2,3,1,2,3,1
"607",607,1,1,3,1,1,3,2,2,3,1
"608",608,1,1,2,3,3,3,3,2,2,1
"609",609,1,1,2,3,3,3,2,3,2,1
"610",610,1,1,2,3,3,3,2,2,3,1
"611",611,1,1,2,3,3,3,2,1,1,1
"612",612,1,1,2,3,3,3,1,2,1,1
"613",613,1,1,2,3,3,3,1,1,2,1
"614",614,1,1,2,3,2,2,3,3,3,1
"615",615,1,1,2,2,3,2,3,3,3,1
"616",616,1,1,2,2,2,3,3,3,3,1
"617",617,1,1,2,2,1,1,3,3,3,1
"618",618,1,1,2,1,2,1,3,3,3,1
"619",619,1,1,2,1,1,2,3,3,3,1
"620",620,1,1,1,3,3,3,2,2,1,1
"621",621,1,1,1,3,3,3,2,1,2,1
"622",622,1,1,1,3,3,3,1,2,2,1
"623",623,1,1,1,2,2,1,3,3,3,1
"624",624,1,1,1,2,1,2,3,3,3,1
"625",625,1,1,1,1,2,2,3,3,3,1
"626",626,3,3,2,3,3,2,2,1,2,0
"627",627,3,3,2,3,3,2,1,2,2,0
"628",628,3,3,2,3,3,1,2,2,2,0
"629",629,3,3,2,3,2,3,2,2,1,0
"630",630,3,3,2,3,2,3,2,1,2,0
"631",631,3,3,2,3,2,2,2,3,1,0
"632",632,3,3,2,3,2,2,2,1,3,0
"633",633,3,3,2,3,2,2,1,3,2,0
"634",634,3,3,2,3,2,1,2,3,2,0
"635",635,3,3,2,3,2,1,2,2,3,0
"636",636,3,3,2,3,2,1,2,1,1,0
"637",637,3,3,2,3,1,3,2,2,2,0
"638",638,3,3,2,3,1,2,2,3,2,0
"639",639,3,3,2,3,1,2,1,1,2,0
"640",640,3,3,2,2,3,2,3,1,2,0
"641",641,3,3,2,2,2,3,2,3,1,0
"642",642,3,3,2,2,2,3,2,1,3,0
"643",643,3,3,2,2,2,2,3,3,1,0
"644",644,3,3,2,2,2,2,3,1,3,0
"645",645,3,3,2,2,2,2,1,3,3,0
"646",646,3,3,2,2,2,1,2,3,3,0
"647",647,3,3,2,2,1,2,3,3,2,0
"648",648,3,3,2,1,3,3,2,2,2,0
"649",649,3,3,2,1,3,2,3,2,2,0
"650",650,3,3,2,1,3,2,1,1,2,0
"651",651,3,3,2,1,2,3,2,3,2,0
"652",652,3,3,2,1,2,3,2,2,3,0
"653",653,3,3,2,1,2,3,2,1,1,0
"654",654,3,3,2,1,2,2,3,3,2,0
"655",655,3,3,2,1,2,2,2,3,3,0
"656",656,3,3,2,1,2,1,2,3,1,0
"657",657,3,3,2,1,2,1,2,1,3,0
"658",658,3,3,2,1,1,2,3,1,2,0
"659",659,3,3,2,1,1,2,1,3,2,0
"660",660,3,3,1,3,3,2,2,2,2,0
"661",661,3,3,1,3,2,3,2,2,2,0
"662",662,3,3,1,3,1,1,2,2,2,0
"663",663,3,3,1,2,3,3,2,2,2,0
"664",664,3,3,1,2,2,2,3,3,2,0
"665",665,3,3,1,2,2,2,3,2,3,0
"666",666,3,3,1,2,2,2,3,1,1,0
"667",667,3,3,1,2,2,2,2,3,3,0
"668",668,3,3,1,2,2,2,1,3,1,0
"669",669,3,3,1,2,2,2,1,1,3,0
"670",670,3,3,1,1,3,1,2,2,2,0
"671",671,3,3,1,1,1,3,2,2,2,0
"672",672,3,2,3,3,3,1,2,2,2,0
"673",673,3,2,3,3,2,3,2,2,1,0
"674",674,3,2,3,3,2,3,1,2,2,0
"675",675,3,2,3,3,2,2,1,2,3,0
"676",676,3,2,3,3,2,1,2,2,3,0
"677",677,3,2,3,3,2,1,1,2,1,0
"678",678,3,2,3,3,1,3,2,2,2,0
"679",679,3,2,3,2,2,3,3,2,1,0
"680",680,3,2,3,2,2,2,3,3,1,0
"681",681,3,2,3,2,2,2,3,1,3,0
"682",682,3,2,3,2,2,2,1,3,3,0
"683",683,3,2,3,2,2,1,3,2,3,0
"684",684,3,2,3,1,3,3,2,2,2,0
"685",685,3,2,3,1,2,3,3,2,2,0
"686",686,3,2,3,1,2,3,1,2,1,0
"687",687,3,2,3,1,2,2,3,2,3,0
"688",688,3,2,3,1,2,1,3,2,1,0
"689",689,3,2,3,1,2,1,1,2,3,0
"690",690,3,2,2,3,3,2,1,3,2,0
"691",691,3,2,2,3,2,3,2,3,1,0
"692",692,3,2,2,3,2,3,2,1,3,0
"693",693,3,2,2,3,2,3,1,2,3,0
"694",694,3,2,2,3,2,1,2,3,3,0
"695",695,3,2,2,1,3,2,3,3,2,0
"696",696,3,2,2,1,2,3,3,2,3,0
"697",697,3,2,2,1,2,3,2,3,3,0
"698",698,3,2,1,3,2,3,2,2,3,0
"699",699,3,2,1,3,2,3,1,2,1,0
"700",700,3,2,1,3,2,1,1,2,3,0
"701",701,3,2,1,2,2,3,3,2,3,0
"702",702,3,2,1,1,2,3,3,2,1,0
"703",703,3,2,1,1,2,3,1,2,3,0
"704",704,3,2,1,1,2,1,3,2,3,0
"705",705,3,1,3,3,3,2,2,2,2,0
"706",706,3,1,3,3,2,3,2,2,2,0
"707",707,3,1,3,3,1,1,2,2,2,0
"708",708,3,1,3,2,3,3,2,2,2,0
"709",709,3,1,3,2,2,2,3,3,2,0
"710",710,3,1,3,2,2,2,3,2,3,0
"711",711,3,1,3,2,2,2,3,1,1,0
"712",712,3,1,3,2,2,2,2,3,3,0
"713",713,3,1,3,2,2,2,1,3,1,0
"714",714,3,1,3,2,2,2,1,1,3,0
"715",715,3,1,3,1,3,1,2,2,2,0
"716",716,3,1,3,1,1,3,2,2,2,0
"717",717,3,1,2,3,3,2,2,3,2,0
"718",718,3,1,2,3,3,2,1,1,2,0
"719",719,3,1,2,3,2,3,2,3,2,0
"720",720,3,1,2,3,2,3,2,2,3,0
"721",721,3,1,2,3,2,3,2,1,1,0
"722",722,3,1,2,3,2,2,2,3,3,0
"723",723,3,1,2,3,2,1,2,3,1,0
"724",724,3,1,2,3,2,1,2,1,3,0
"725",725,3,1,2,3,1,2,1,3,2,0
"726",726,3,1,2,2,3,2,3,3,2,0
"727",727,3,1,2,2,2,3,2,3,3,0
"728",728,3,1,2,1,3,2,3,1,2,0
"729",729,3,1,2,1,3,2,1,3,2,0
"730",730,3,1,2,1,2,3,2,3,1,0
"731",731,3,1,2,1,2,3,2,1,3,0
"732",732,3,1,2,1,2,1,2,3,3,0
"733",733,3,1,2,1,1,2,3,3,2,0
"734",734,3,1,1,3,3,1,2,2,2,0
"735",735,3,1,1,3,1,3,2,2,2,0
"736",736,3,1,1,2,2,2,3,3,1,0
"737",737,3,1,1,2,2,2,3,1,3,0
"738",738,3,1,1,2,2,2,1,3,3,0
"739",739,3,1,1,1,3,3,2,2,2,0
"740",740,2,3,3,3,3,1,2,2,2,0
"741",741,2,3,3,3,2,3,2,1,2,0
"742",742,2,3,3,3,2,3,1,2,2,0
"743",743,2,3,3,3,2,2,3,1,2,0
"744",744,2,3,3,3,2,2,1,3,2,0
"745",745,2,3,3,3,2,1,3,2,2,0
"746",746,2,3,3,3,2,1,2,3,2,0
"747",747,2,3,3,3,2,1,1,1,2,0
"748",748,2,3,3,3,1,3,2,2,2,0
"749",749,2,3,3,2,3,3,2,2,1,0
"750",750,2,3,3,2,3,3,2,1,2,0
"751",751,2,3,3,2,3,2,2,1,3,0
"752",752,2,3,3,2,3,1,2,2,3,0
"753",753,2,3,3,2,3,1,2,1,1,0
"754",754,2,3,3,2,2,3,3,1,2,0
"755",755,2,3,3,2,2,3,2,3,1,0
"756",756,2,3,3,2,2,3,1,3,2,0
"757",757,2,3,3,2,2,2,3,3,1,0
"758",758,2,3,3,2,2,2,3,1,3,0
"759",759,2,3,3,2,2,2,1,3,3,0
"760",760,2,3,3,2,2,1,3,3,2,0
"761",761,2,3,3,2,2,1,2,3,3,0
"762",762,2,3,3,2,1,3,2,3,2,0
"763",763,2,3,3,2,1,3,2,1,1,0
"764",764,2,3,3,2,1,2,2,3,3,0
"765",765,2,3,3,2,1,1,2,3,1,0
"766",766,2,3,3,2,1,1,2,1,3,0
"767",767,2,3,3,1,3,3,2,2,2,0
"768",768,2,3,3,1,2,3,3,2,2,0
"769",769,2,3,3,1,2,3,2,3,2,0
"770",770,2,3,3,1,2,3,1,1,2,0
"771",771,2,3,3,1,2,2,3,3,2,0
"772",772,2,3,3,1,2,1,3,1,2,0
"773",773,2,3,3,1,2,1,1,3,2,0
"774",774,2,3,2,3,3,2,3,1,2,0
"775",775,2,3,2,3,2,3,3,1,2,0
"776",776,2,3,2,3,2,3,2,3,1,0
"777",777,2,3,2,3,2,3,2,1,3,0
"778",778,2,3,2,3,2,3,1,3,2,0
"779",779,2,3,2,3,2,1,3,3,2,0
"780",780,2,3,2,3,2,1,2,3,3,0
"781",781,2,3,2,3,1,2,3,3,2,0
"782",782,2,3,2,2,3,3,2,1,3,0
"783",783,2,3,2,2,1,3,2,3,3,0
"784",784,2,3,2,1,2,3,3,3,2,0
"785",785,2,3,2,1,2,3,2,3,3,0
"786",786,2,3,1,3,2,3,3,2,2,0
"787",787,2,3,1,3,2,3,2,3,2,0
"788",788,2,3,1,3,2,3,1,1,2,0
"789",789,2,3,1,3,2,2,3,3,2,0
"790",790,2,3,1,3,2,1,3,1,2,0
"791",791,2,3,1,3,2,1,1,3,2,0
"792",792,2,3,1,2,3,3,2,2,3,0
"793",793,2,3,1,2,3,3,2,1,1,0
"794",794,2,3,1,2,3,1,2,1,3,0
"795",795,2,3,1,2,2,3,3,3,2,0
"796",796,2,3,1,2,2,3,2,3,3,0
"797",797,2,3,1,2,1,3,2,3,1,0
"798",798,2,3,1,2,1,3,2,1,3,0
"799",799,2,3,1,2,1,1,2,3,3,0
"800",800,2,3,1,1,2,3,3,1,2,0
"801",801,2,3,1,1,2,3,1,3,2,0
"802",802,2,3,1,1,2,1,3,3,2,0
"803",803,2,2,3,3,2,3,3,2,1,0
"804",804,2,2,3,3,2,3,3,1,2,0
"805",805,2,2,3,3,2,3,1,3,2,0
"806",806,2,2,3,3,2,1,3,3,2,0
"807",807,2,2,3,3,2,1,3,2,3,0
"808",808,2,2,3,2,3,3,2,3,1,0
"809",809,2,2,3,2,3,1,2,3,3,0
"810",810,2,2,3,1,2,3,3,3,2,0
"811",811,2,2,2,3,3,2,3,3,1,0
"812",812,2,2,2,3,3,2,3,1,3,0
"813",813,2,2,2,3,3,2,1,3,3,0
"814",814,2,2,2,3,3,1,3,3,2,0
"815",815,2,2,2,3,3,1,3,2,3,0
"816",816,2,2,2,3,3,1,3,1,1,0
"817",817,2,2,2,3,3,1,2,3,3,0
"818",818,2,2,2,3,3,1,1,3,1,0
"819",819,2,2,2,3,3,1,1,1,3,0
"820",820,2,2,2,3,2,3,3,3,1,0
"821",821,2,2,2,3,2,3,3,1,3,0
"822",822,2,2,2,3,2,3,1,3,3,0
"823",823,2,2,2,3,1,3,3,3,2,0
"824",824,2,2,2,3,1,3,3,2,3,0
"825",825,2,2,2,3,1,3,3,1,1,0
"826",826,2,2,2,3,1,3,2,3,3,0
"827",827,2,2,2,3,1,3,1,3,1,0
"828",828,2,2,2,3,1,3,1,1,3,0
"829",829,2,2,2,3,1,1,3,3,1,0
"830",830,2,2,2,3,1,1,3,1,3,0
"831",831,2,2,2,3,1,1,1,3,3,0
"832",832,2,2,2,2,3,3,3,3,1,0
"833",833,2,2,2,2,3,3,3,1,3,0
"834",834,2,2,2,2,3,3,1,3,3,0
"835",835,2,2,2,1,3,3,3,3,2,0
"836",836,2,2,2,1,3,3,3,2,3,0
"837",837,2,2,2,1,3,3,3,1,1,0
"838",838,2,2,2,1,3,3,2,3,3,0
"839",839,2,2,2,1,3,3,1,3,1,0
"840",840,2,2,2,1,3,3,1,1,3,0
"841",841,2,2,2,1,3,1,3,3,1,0
"842",842,2,2,2,1,3,1,3,1,3,0
"843",843,2,2,2,1,3,1,1,3,3,0
"844",844,2,2,2,1,1,3,3,3,1,0
"845",845,2,2,2,1,1,3,3,1,3,0
"846",846,2,2,2,1,1,3,1,3,3,0
"847",847,2,2,1,3,2,3,3,3,2,0
"848",848,2,2,1,3,2,3,3,2,3,0
"849",849,2,2,1,2,3,3,2,3,3,0
"850",850,2,1,3,3,2,3,3,2,2,0
"851",851,2,1,3,3,2,3,2,3,2,0
"852",852,2,1,3,3,2,3,1,1,2,0
"853",853,2,1,3,3,2,2,3,3,2,0
"854",854,2,1,3,3,2,1,3,1,2,0
"855",855,2,1,3,3,2,1,1,3,2,0
"856",856,2,1,3,2,3,3,2,3,2,0
"857",857,2,1,3,2,3,3,2,1,1,0
"858",858,2,1,3,2,3,2,2,3,3,0
"859",859,2,1,3,2,3,1,2,3,1,0
"860",860,2,1,3,2,3,1,2,1,3,0
"861",861,2,1,3,2,2,3,3,3,2,0
"862",862,2,1,3,2,1,3,2,3,1,0
"863",863,2,1,3,2,1,1,2,3,3,0
"864",864,2,1,3,1,2,3,3,1,2,0
"865",865,2,1,3,1,2,3,1,3,2,0
"866",866,2,1,3,1,2,1,3,3,2,0
"867",867,2,1,2,3,3,2,3,3,2,0
"868",868,2,1,2,3,2,3,3,3,2,0
"869",869,2,1,2,3,2,3,2,3,3,0
"870",870,2,1,2,2,3,3,2,3,3,0
"871",871,2,1,1,3,2,3,3,1,2,0
"872",872,2,1,1,3,2,3,1,3,2,0
"873",873,2,1,1,3,2,1,3,3,2,0
"874",874,2,1,1,2,3,3,2,3,1,0
"875",875,2,1,1,2,3,3,2,1,3,0
"876",876,2,1,1,2,3,1,2,3,3,0
"877",877,2,1,1,2,1,3,2,3,3,0
"878",878,2,1,1,1,2,3,3,3,2,0
"879",879,1,3,3,3,3,2,2,2,2,0
"880",880,1,3,3,3,2,3,2,2,2,0
"881",881,1,3,3,3,1,1,2,2,2,0
"882",882,1,3,3,2,3,3,2,2,2,0
"883",883,1,3,3,2,2,2,3,3,2,0
"884",884,1,3,3,2,2,2,3,2,3,0
"885",885,1,3,3,2,2,2,3,1,1,0
"886",886,1,3,3,2,2,2,2,3,3,0
"887",887,1,3,3,2,2,2,1,3,1,0
"888",888,1,3,3,2,2,2,1,1,3,0
"889",889,1,3,3,1,3,1,2,2,2,0
"890",890,1,3,3,1,1,3,2,2,2,0
"891",891,1,3,2,3,3,2,3,2,2,0
"892",892,1,3,2,3,3,2,1,1,2,0
"893",893,1,3,2,3,2,3,2,3,2,0
"894",894,1,3,2,3,2,3,2,2,3,0
"895",895,1,3,2,3,2,3,2,1,1,0
"896",896,1,3,2,3,2,2,3,3,2,0
"897",897,1,3,2,3,2,2,2,3,3,0
"898",898,1,3,2,3,2,1,2,3,1,0
"899",899,1,3,2,3,2,1,2,1,3,0
"900",900,1,3,2,3,1,2,3,1,2,0
"901",901,1,3,2,3,1,2,1,3,2,0
"902",902,1,3,2,2,2,3,2,3,3,0
"903",903,1,3,2,1,3,2,3,1,2,0
"904",904,1,3,2,1,2,3,2,3,1,0
"905",905,1,3,2,1,2,3,2,1,3,0
"906",906,1,3,2,1,2,1,2,3,3,0
"907",907,1,3,2,1,1,2,3,3,2,0
"908",908,1,3,1,3,3,1,2,2,2,0
"909",909,1,3,1,3,1,3,2,2,2,0
"910",910,1,3,1,2,2,2,3,3,1,0
"911",911,1,3,1,2,2,2,3,1,3,0
"912",912,1,3,1,2,2,2,1,3,3,0
"913",913,1,3,1,1,3,3,2,2,2,0
"914",914,1,2,3,3,2,3,3,2,2,0
"915",915,1,2,3,3,2,3,1,2,1,0
"916",916,1,2,3,3,2,2,3,2,3,0
"917",917,1,2,3,3,2,1,3,2,1,0
"918",918,1,2,3,3,2,1,1,2,3,0
"919",919,1,2,3,1,2,3,3,2,1,0
"920",920,1,2,3,1,2,1,3,2,3,0
"921",921,1,2,2,3,3,2,3,3,2,0
"922",922,1,2,2,3,2,3,3,2,3,0
"923",923,1,2,2,3,2,3,2,3,3,0
"924",924,1,2,1,3,2,3,3,2,1,0
"925",925,1,2,1,3,2,3,1,2,3,0
"926",926,1,2,1,3,2,1,3,2,3,0
"927",927,1,2,1,1,2,3,3,2,3,0
"928",928,1,1,3,3,3,1,2,2,2,0
"929",929,1,1,3,3,1,3,2,2,2,0
"930",930,1,1,3,2,2,2,3,3,1,0
"931",931,1,1,3,2,2,2,3,1,3,0
"932",932,1,1,3,2,2,2,1,3,3,0
"933",933,1,1,3,1,3,3,2,2,2,0
"934",934,1,1,2,3,3,2,3,1,2,0
"935",935,1,1,2,3,3,2,1,3,2,0
"936",936,1,1,2,3,2,3,2,3,1,0
"937",937,1,1,2,3,2,3,2,1,3,0
"938",938,1,1,2,3,2,1,2,3,3,0
"939",939,1,1,2,3,1,2,3,3,2,0
"940",940,1,1,2,1,3,2,3,3,2,0
"941",941,1,1,2,1,2,3,2,3,3,0
"942",942,3,3,2,2,3,3,3,2,2,0
"943",943,3,3,2,2,2,3,3,3,2,0
"944",944,3,3,2,2,2,3,3,2,3,0
"945",945,3,2,3,3,3,2,2,3,2,0
"946",946,3,2,3,3,2,3,2,3,2,0
"947",947,3,2,3,3,2,2,2,3,3,0
"948",948,3,2,3,2,3,3,2,3,2,0
"949",949,3,2,3,2,2,3,3,3,2,0
"950",950,3,2,2,2,3,3,3,3,2,0
"951",951,2,3,3,3,3,2,2,2,3,0
"952",952,2,3,3,3,2,2,3,2,3,0
"953",953,2,3,3,3,2,2,2,3,3,0
"954",954,2,3,2,3,3,2,3,2,3,0
"955",955,2,3,2,3,2,3,3,2,3,0
"956",956,2,3,2,2,3,3,3,2,3,0
"957",957,2,2,3,3,3,2,2,3,3,0
